num_neurons,membrane_threshold,currents_period,external_current,number_of_external_current,leak_coefficient,simulation_duration,refractory_period,guessed_critical_weight,observed_critical_synaptic_mean_weight,theoretical_critical_synaptic_mean_weight,error
1000,70.0,1,3.5,10,0.0001,2000,1,0.5,0.08624084031186083,0.07006306306306306,0.18758835361872989
1000,80.0,1,3.5,10,0.0001,2000,1,0.5,0.08213046396019587,0.08007307307307307,0.025050277179974323
1000,90.0,1,3.5,10,0.0001,2000,1,0.5,0.09471294504582162,0.09008308308308308,0.04888309576371676
1000,100.0,1,3.5,10,0.0001,2000,1,0.5,0.11094042669751569,0.1000930930930931,0.09777620230358734
1000,110.0,1,3.5,10,0.0001,2000,1,0.5,0.12912556650211424,0.1101031031031031,0.14731756006429345
1000,120.0,1,3.5,10,0.0001,2000,1,0.5,0.14756490129300046,0.12011311311311311,0.18603196247446332
1000,130.0,1,3.5,10,0.0001,2000,1,0.5,0.1594475090437541,0.13012312312312313,0.18391247437163816
1000,140.0,1,3.5,10,0.0001,2000,1,0.5,0.16940581005421487,0.14013313313313314,0.17279618043627673
1000,150.0,1,3.5,10,0.0001,2000,1,0.5,0.16374043328915647,0.15014314314314314,0.08304173790722337
1000,160.0,1,3.5,10,0.0001,2000,1,0.5,0.1968813062171714,0.16015315315315315,0.18654972262071942
1000,170.0,1,3.5,10,0.0001,2000,1,0.5,0.20901585980758441,0.17016316316316316,0.18588396440436736
1000,180.0,1,3.5,10,0.0001,2000,1,0.5,0.19909409347547335,0.18017317317317316,0.0950350659429838
1000,190.0,1,3.5,10,0.0001,2000,1,0.5,0.2244576422484293,0.19018318318318317,0.1526990069124544
1000,200.0,1,3.5,10,0.0001,2000,1,0.5,0.2346817051959897,0.2001931931931932,0.14695867312705138
1000,10.0,1,4.0,10,0.0001,2000,1,0.5,0.010666865332481533,0.010002002002002002,0.062329776345349
1000,20.0,1,4.0,10,0.0001,2000,1,0.5,0.022785418806750675,0.020012012012012012,0.12171849103414245
1000,30.0,1,4.0,10,0.0001,2000,1,0.5,0.034455267930714774,0.030022022022022022,0.12866670831315125
1000,40.0,1,4.0,10,0.0001,2000,1,0.5,0.04770135411661534,0.04003203203203203,0.160777869446518
1000,50.0,1,4.0,10,0.0001,2000,1,0.5,0.0550557936432095,0.050042042042042045,0.09106673920022297
1000,60.0,1,4.0,10,0.0001,2000,1,0.5,0.06521356644840302,0.06005205205205205,0.07914786259136375
1000,70.0,1,4.0,10,0.0001,2000,1,0.5,0.07817538871389056,0.07006206206206206,0.10378364323229627
1000,80.0,1,4.0,10,0.0001,2000,1,0.5,0.09649956457517034,0.08007207207207206,0.17023385105848574
1000,90.0,1,4.0,10,0.0001,2000,1,0.5,0.10517918591918757,0.09008208208208207,0.14353699075694568
1000,100.0,1,4.0,10,0.0001,2000,1,0.5,0.11694164788250906,0.10009209209209209,0.1440851578160218
1000,110.0,1,4.0,10,0.0001,2000,1,0.5,0.13364439940001657,0.1101021021021021,0.17615625797717907
1000,120.0,1,4.0,10,0.0001,2000,1,0.5,0.12407719443027881,0.1201121121121121,0.03195657619736688
1000,130.0,1,4.0,10,0.0001,2000,1,0.5,0.15439020904521072,0.13012212212212212,0.15718669644382743
1000,140.0,1,4.0,10,0.0001,2000,1,0.5,0.1720033608221023,0.14013213213213213,0.18529422063405832
1000,150.0,1,4.0,10,0.0001,2000,1,0.5,0.18420935359432208,0.15014214214214214,0.18493746808973116
1000,160.0,1,4.0,10,0.0001,2000,1,0.5,0.1838277732412491,0.16015215215215214,0.12879240536752795
1000,170.0,1,4.0,10,0.0001,2000,1,0.5,0.19081481759296143,0.17016216216216215,0.10823402339148891
1000,180.0,1,4.0,10,0.0001,2000,1,0.5,0.21470755289826454,0.18017217217217216,0.160848466949164
1000,190.0,1,4.0,10,0.0001,2000,1,0.5,0.23354294656945215,0.19018218218218216,0.1856650565739743
1000,200.0,1,4.0,10,0.0001,2000,1,0.5,0.24341474330513077,0.2001921921921922,0.1775675151227683
1000,10.0,1,4.5,10,0.0001,2000,1,0.5,0.011012327738889714,0.010001001001001,0.09183587356533558
1000,20.0,1,4.5,10,0.0001,2000,1,0.5,0.02318825571694873,0.02001101101101101,0.13701956476249366
1000,30.0,1,4.5,10,0.0001,2000,1,0.5,0.03495972423408114,0.03002102102102102,0.1412683687088565
1000,40.0,1,4.5,10,0.0001,2000,1,0.5,0.047028213470085865,0.040031031031031034,0.14878690732119057
1000,50.0,1,4.5,10,0.0001,2000,1,0.5,0.0551406759239781,0.05004104104104105,0.09248408361855903
1000,60.0,1,4.5,10,0.0001,2000,1,0.5,0.07187604950279855,0.06005105105105105,0.16451931531500047
1000,70.0,1,4.5,10,0.0001,2000,1,0.5,0.08439105345212536,0.07006106106106107,0.16980463929382786
1000,80.0,1,4.5,10,0.0001,2000,1,0.5,0.09347365201124921,0.08007107107107107,0.14338351665734841
1000,90.0,1,4.5,10,0.0001,2000,1,0.5,0.10118563928645774,0.09008108108108108,0.10974440922332393
