num_neurons,membrane_threshold,currents_period,external_current,number_of_external_current,leak_coefficient,simulation_duration,refractory_period,guessed_critical_weight,observed_critical_synaptic_mean_weight,theoretical_critical_synaptic_mean_weight,error
1000,200.0,1,7.5,10,0.0001,2000,1,0.5,0.23667275267227886,0.2001851851851852,0.15416885583621898
1000,10.0,1,8.0,10,0.0001,2000,1,0.5,0.01116802762760339,0.009993993993993994,0.10512452805073674
1000,20.0,1,8.0,10,0.0001,2000,1,0.5,0.023012508533992795,0.020004004004004004,0.13073344548877824
1000,30.0,1,8.0,10,0.0001,2000,1,0.5,0.03198600829214935,0.030014014014014014,0.061651777868742125
1000,40.0,1,8.0,10,0.0001,2000,1,0.5,0.045624855016957094,0.040024024024024024,0.12275832966157253
1000,50.0,1,8.0,10,0.0001,2000,1,0.5,0.05650120839243156,0.05003403403403404,0.11446081495247824
1000,60.0,1,8.0,10,0.0001,2000,1,0.5,0.06887990590505136,0.060044044044044044,0.1282792382612609
1000,70.0,1,8.0,10,0.0001,2000,1,0.5,0.07981270615441907,0.07005405405405406,0.12226940509302224
1000,80.0,1,8.0,10,0.0001,2000,1,0.5,0.09428299760238538,0.08006406406406406,0.15081121623101193
1000,90.0,1,8.0,10,0.0001,2000,1,0.5,0.09545545038366164,0.09007407407407407,0.056375788788993644
1000,100.0,1,8.0,10,0.0001,2000,1,0.5,0.11970978273920099,0.10008408408408409,0.16394398357462006
1000,110.0,1,8.0,10,0.0001,2000,1,0.5,0.13241228504240163,0.1100940940940941,0.16855075751589593
1000,120.0,1,8.0,10,0.0001,2000,1,0.5,0.13608620345286712,0.1201041041041041,0.11744099653936153
1000,130.0,1,8.0,10,0.0001,2000,1,0.5,0.1568762782182454,0.1301141141141141,0.17059407839150748
1000,140.0,1,8.0,10,0.0001,2000,1,0.5,0.17077036938382345,0.14012412412412412,0.17945879821117466
1000,150.0,1,8.0,10,0.0001,2000,1,0.5,0.17917880253210874,0.15013413413413412,0.16209879733273602
1000,160.0,1,8.0,10,0.0001,2000,1,0.5,0.19252138163833285,0.16014414414414413,0.16817476177795154
1000,170.0,1,8.0,10,0.0001,2000,1,0.5,0.20926672072910424,0.17015415415415414,0.18690294586104456
1000,180.0,1,8.0,10,0.0001,2000,1,0.5,0.22056824650263884,0.18016416416416414,0.18318177244062786
1000,190.0,1,8.0,10,0.0001,2000,1,0.5,0.2245943113777885,0.19017417417417415,0.15325471510147243
1000,200.0,1,8.0,10,0.0001,2000,1,0.5,0.23754387467703583,0.20018418418418418,0.15727490571434774
